Year,Source_App,Category_Name,Content_Name,Content_Type,"Total Revenue (Net)",package_base_price,"Total Paying Users"
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kejaksaan Agung CPNS 2025 - Masa Aktif 1 Bulan_","course + tryout",1256485.00,300000.00,13
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kejaksaan Agung CPNS 2025 - Masa Aktif 1 Bulan","course + tryout",1211570.00,300000.00,13
2025,jadiasn,"Bimbel Persiapan Tes SKD CPNS 2025","Paket Live Class SKD CPNS 2025 - Masa Aktif 6 Bulan","course + liveclass",1109380.00,200000.00,11
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kemenkes CPNS 2025 - Masa Aktif 1 Bulan","course + tryout",1093343.00,300000.00,12
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kemendikbud CPNS 2025 - Masa Aktif 1 Bulan_","course + tryout",1055545.00,300000.00,11
2025,jadiasn,"PAKET SATUAN TES SKD CPNS 2025 (PROGRAM BIMBEL 3 PAKET SIMULASI)","Bimbel 3 Paket Simulasi SKD CPNS 2025 - Masa Aktif 1 Bulan_","course + tryout",1052295.00,200000.00,20
2025,jadiasn,"ROAD TO CPNS 2025 - Bimbel Persiapan Tes SKD CPNS 2025","Bimbel Persiapan Tes SKD CPNS 2025 - Masa Aktif 1 Bulan_","course + liveclass + tryout",964380.00,400000.00,8
2025,jadiasn,"PROGRAM PERPANJANGAN BIMBINGAN BELAJAR EKSLUSIF JADIASN BATCH 1 (HANYA AKTIF & BISA DIBELI PAKET BATCH 1 SAJA!!!)","PROGRAM 2 BULAN BIMBINGAN BELAJAR EKSLUSIF JADIASN BATCH 1_","course + liveclass + tryout",889000.00,500000.00,3
2025,jadiasn,"PROGRAM PERPANJANGAN BIMBINGAN BELAJAR EKSLUSIF JADIASN BATCH 1 (HANYA AKTIF & BISA DIBELI PAKET BATCH 1 SAJA!!!)","PROGRAM 1 BULAN BIMBINGAN BELAJAR EKSLUSIF JADIASN BATCH 1_","course + liveclass + tryout",819000.00,400000.00,3
2025,jadiasn,"Bimbel Persiapan Tes SKD CPNS 2025","Paket Latsol Harian & Live Class SKD CPNS 2025 - Masa Aktif 6 Bulan","course + liveclass + tryout",810465.00,300000.00,6
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kemenkumham CPNS 2025 - Masa Aktif 1 Bulan","course + tryout",786575.00,300000.00,9
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kemenkes CPNS 2025 - Masa Aktif 1 Bulan_","course + tryout",632364.00,300000.00,7
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kemenag CPNS 2025 - Masa Aktif 1 Bulan","course + tryout",584365.00,300000.00,7
2025,jadiasn,"Tes TOEFL ITP Prediction (Sertifikat bisa untuk CPNS dan BUMN (Sebagian Besar Perusahaan BUMN))","20 Paket Simulasi TOEFL - Masa Aktif 3 Bulan_",tryout,560370.00,150000.00,5
2025,jadiasn,"Bimbel Persiapan Tes SKD CPNS 2025","Paket Live Class SKD CPNS 2025 - Masa Aktif 6 Bulan_","course + liveclass",449220.00,200000.00,5
2025,jadiasn,"Bimbel Persiapan Tes SKD CPNS 2025","Paket Latsol Harian & Live Class SKD CPNS 2025 - Masa Aktif 6 Bulan_","course + liveclass + tryout",435780.00,300000.00,4
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kemenag CPNS 2025 - Masa Aktif 1 Bulan_","course + tryout",426563.00,300000.00,5
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kemenkeu CPNS 2025 - Masa Aktif 1 Bulan_","course + tryout",374250.00,300000.00,3
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kemendikbud CPNS 2025 - Masa Aktif 1 Bulan","course + tryout",371180.00,300000.00,4
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kementerian Lingkungan Hidup dan Kehutanan CPNS 2025 - Masa Aktif 1 Bulan_","course + tryout",342595.00,300000.00,4
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kominfo CPNS 2025 - Masa Aktif 1 Bulan_","course + tryout",308000.00,300000.00,3
2025,jadiasn,"Tes TOEFL ITP Prediction (Sertifikat bisa untuk CPNS dan BUMN (Sebagian Besar Perusahaan BUMN))","20 Paket Simulasi TOEFL - Masa Aktif 3 Bulan",tryout,299000.00,150000.00,3
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kemhan CPNS 2025 - Masa Aktif 1 Bulan","course + tryout",284250.00,300000.00,3
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kementrian ESDM CPNS 2025 - Masa Aktif 1 Bulan_","course + tryout",275095.00,300000.00,3
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB BKKBN CPNS 2025 - Masa Aktif 1 Bulan","course + tryout",239185.00,300000.00,3
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB BKKBN CPNS 2025 - Masa Aktif 1 Bulan_","course + tryout",203985.00,300000.00,2
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kementerian Lingkungan Hidup dan Kehutanan CPNS 2025 - Masa Aktif 1 Bulan","course + tryout",186000.00,300000.00,2
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kemenkumham CPNS 2025 - Masa Aktif 1 Bulan_","course + tryout",186000.00,300000.00,2
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kominfo CPNS 2025 - Masa Aktif 1 Bulan","course + tryout",93500.00,300000.00,1
2025,jadiasn,"ROAD TO CPNS 2025 - Paket Bimbel SKB CPNS 2025","Program Bimbel SKB Kementrian ESDM CPNS 2025 - Masa Aktif 1 Bulan","course + tryout",80185.00,300000.00,1
2025,jadibeasiswa,"BIMBEL JADILPDP","Program Bimbel Tes Bakat Skolastik  LPDP 2025 - Masa Aktif 6 Bulan","course + liveclass + tryout",51427705.00,300000.00,285
2025,jadibeasiswa,"BIMBEL JADILPDP","Program Bimbingan Ekslusif Tes Bakat Skolastik - Masa Aktif 1 Bulan ","course + liveclass + tryout",22122510.00,599000.00,50
2025,jadibeasiswa,"Progran Bimbingan LPDP Batch 2 2025 (PPDS)","Paket Ekslusif Komplit Bimbingan Beasiswa LPDP 2025 Dari 0 Sampai Mahir (PPDS))","course + liveclass + tryout",13784500.00,2500000.00,6
2025,jadibeasiswa,"Mock Up Interview Batch 2","Mock Up Interview Private",course,11420625.00,400000.00,61
2025,jadibeasiswa,"Program Bimbingan Kelas TBS (Tes Bakat Skolastik) LPDP Batch 2 Tahun 2025","Kelas Reguler Program TBS (Tes Bakat Skolastik) LPDP 2025 - Masa Aktif 2 Bulan","course + liveclass + tryout",11132139.00,300000.00,64
2025,jadibeasiswa,"Mentoring Bimbingan 1-on-1 Program LPDP Batch 2 2025 untuk Jenjang S2","Paket Ekslusif Komplit Bimbingan Beasiswa LPDP 2025 Dari 0 Sampai Mahir (Jenjang S2)","course + liveclass + tryout",10759000.00,2000000.00,6
2025,jadibeasiswa,"Program Bimbingan Kelas TBS (Tes Bakat Skolastik) LPDP Batch 2 Tahun 2025","Kelas Ekslusif Program TBS (Tes Bakat Skolastik) LPDP 2025 - Masa Aktif 2 Bulan","course + liveclass + tryout",10746255.00,600000.00,43
2025,jadibeasiswa,"Program Bimbingan Profreed Essay Tes LPDP ","Program Proofread Essay","course + tryout",10737695.00,299000.00,55
2025,jadibeasiswa,"Mentoring Bimbingan 1-on-1 Program LPDP Batch 2 2025 untuk Jenjang S2","Bimbingan Administrasi Beasiswa LPDP 2025 (Jenjang S2)","course + liveclass + tryout",10072980.00,700000.00,17
2025,jadibeasiswa,"BIMBEL JADILPDP","Program Perpanjangan Bimbel Tes Bakat Skolastik LPDP 2025- Masa Aktif 6 Bulan_","course + liveclass + tryout",7468600.00,300000.00,54
2025,jadibeasiswa,"Mock Up Interview Batch 2","Mock Up Interview Private_",course,7066985.00,400000.00,28
2025,jadibeasiswa,"Progran Bimbingan LPDP Batch 2 2025 (PPDS)","Program bimbingan 1-on-1 Tes Administrasi LPDP 2025 (PPDS)","course + liveclass + tryout",5289215.00,900000.00,7
2025,jadibeasiswa,"Program Bimbingan Kelas TBS (Tes Bakat Skolastik) LPDP Batch 2 Tahun 2025","Kelas Ekslusif Program TBS (Tes Bakat Skolastik) LPDP 2025 - Masa Aktif 2 Bulan_","course + liveclass + tryout",4995130.00,600000.00,21
2025,jadibeasiswa,"Mentoring Bimbingan 1-on-1 Program LPDP Batch 2 2025 untuk Jenjang S2","Paket Bundling Bimbingan Tes Wawancara & Tes Bakat Skolastik Beasiswa LPDP 2025 (S2)","course + liveclass + tryout",4173000.00,1800000.00,3
2025,jadibeasiswa,"Program Bimbingan Kelas TBS (Tes Bakat Skolastik) LPDP Batch 2 Tahun 2025","Kelas Reguler Program TBS (Tes Bakat Skolastik) LPDP 2025 - Masa Aktif 2 Bulan_","course + liveclass + tryout",3671385.00,300000.00,19
2025,jadibeasiswa,"Mentoring Bimbingan 1-on-1 Program LPDP Batch 2 2025 untuk Jenjang S3","Paket Bundling Bimbingan Administrasi & Tes Wawancara Beasiswa LPDP 2025 (Jenjang S3)","course + liveclass + tryout",3426000.00,2000000.00,2
2025,jadibeasiswa,"Mentoring Bimbingan 1-on-1 Program LPDP Batch 2 2025 untuk Jenjang S2","Paket Bundling Bimbingan Administrasi & Tes Bakat Skolastik Beasiswa LPDP 2025 (Jenjang S2)","course + liveclass + tryout",3229000.00,1400000.00,3
2025,jadibeasiswa,"BIMBEL JADILPDP","Program Bimbingan Ekslusif Tes Bakat Skolastik - Masa Aktif 1 Bulan_","course + liveclass + tryout",3056000.00,599000.00,9
2025,jadibeasiswa,"Mentoring Bimbingan 1-on-1 Program LPDP Batch 2 2025 untuk Jenjang S2","Paket Bundling Bimbingan Administrasi & Tes Wawancara Beasiswa LPDP 2025 (Jenjang S2)","course + liveclass + tryout",2726000.00,1800000.00,2
2025,jadibeasiswa,"Program Bimbingan Kelas TBS (Tes Bakat Skolastik) LPDP Batch 2 Tahun 2025","Kelas Ultimate Program TBS (Tes Bakat Skolastik) LPDP 2025 - Masa Aktif 2 Bulan","course + liveclass + tryout",2600480.00,400000.00,12
2025,jadibeasiswa,"Mentoring Bimbingan 1-on-1 Program LPDP Batch 2 2025 untuk Jenjang S2","Bimbingan Tes Bakat Skolastik Beasiswa LPDP 2025 (Jenjang S2)","course + liveclass + tryout",2043100.00,700000.00,4
2025,jadibeasiswa,"Progran Bimbingan LPDP Batch 2 2025 (PPDS)","Program Bimbingan Tes Subtansi/Wawancara  LPDP 2025 (PPDS)","course + liveclass + tryout",1976500.00,1200000.00,2
2025,jadibeasiswa,"Progran Bimbingan LPDP Batch 2 2025 (PPDS)","Paket Bundling Bimbingan Administrasi & Tes Wawancara Beasiswa LPDP 2025 (PPDS)_","course + liveclass + tryout",1746000.00,2000000.00,1
2025,jadibeasiswa,"Tes TOEFL Resmi untuk Beasiswa LPDP","Tes TOEFL Resmi untuk Beasiswa LPDP_","Bundle / Other",1577000.00,900000.00,2
2025,jadibeasiswa,"Mentoring Bimbingan 1-on-1 Program LPDP Batch 2 2025 untuk Jenjang S2","Bimbingan Administrasi Beasiswa LPDP 2025 (Jenjang S2)_","course + liveclass + tryout",1561980.00,700000.00,3
2025,jadibeasiswa,"Mentoring Bimbingan 1-on-1 Program LPDP Batch 2 2025 untuk Jenjang S3","Bimbingan Administrasi Beasiswa LPDP 2025 (Jenjang S3)","course + liveclass + tryout",1506000.00,900000.00,2
2025,jadibeasiswa,"Mentoring Bimbingan 1-on-1 Program LPDP Batch 2 2025 untuk Jenjang S2","Paket Bundling Bimbingan Administrasi & Tes Wawancara Beasiswa LPDP 2025 (Jenjang S2)_","course + liveclass + tryout",1426980.00,1800000.00,1
2025,jadibeasiswa,"Progran Bimbingan LPDP Batch 2 2025 (PPDS)","Program Bimbingan Tes Bakat Skolastik LPDP 2025 (PPDS)","course + liveclass + tryout",1384880.00,900000.00,2
2025,jadibeasiswa,"Mentoring Bimbingan 1-on-1 Program LPDP Batch 2 2025 untuk Jenjang S2","Bimbingan Tes Wawancara Beasiswa LPDP 2025 (Jenjang S2)_","course + liveclass + tryout",1372000.00,900000.00,2
2025,jadibeasiswa,"Progran Bimbingan LPDP Batch 2 2025 (PPDS)","Program Bimbingan Tes Subtansi/Wawancara LPDP 2025 (PPDS)","course + liveclass + tryout",967000.00,1200000.00,1
2025,jadibeasiswa,"Tes TOEFL Resmi untuk Beasiswa LPDP","Tes TOEFL Resmi untuk Beasiswa LPDP + Latihan Simulasi TOEFL - Masa Aktif 3 Bulan",tryout,804000.00,950000.00,1
2025,jadibeasiswa,"Mentoring Bimbingan 1-on-1 Program LPDP Batch 2 2025 untuk Jenjang S3","Bimbingan Tes Bakat Skolastik Beasiswa LPDP 2025 (Jenjang S3)","course + liveclass + tryout",753500.00,900000.00,1
2025,jadibeasiswa,"Program Bimbingan Kelas TBS (Tes Bakat Skolastik) LPDP Batch 2 Tahun 2025","Kelas Ultimate Program TBS (Tes Bakat Skolastik) LPDP 2025 - Masa Aktif 2 Bulan_","course + liveclass + tryout",739500.00,400000.00,3
2025,jadibeasiswa,"Program Kelas Bersama Persiapan LPDP 2025","Kelas Bersama Persiapan LPDP 2025 (JENJANG S2)","course + tryout",598000.00,599000.00,2
2025,jadibeasiswa,"Tes TOEFL Resmi untuk Beasiswa LPDP","Bimbingan Tes TOEFL ITP",tryout,598000.00,599000.00,2
2025,jadibeasiswa,"Progran Bimbingan LPDP Batch 2 2025 (PPDS)","Kelas Bersama Persiapan LPDP 2025 PPDS - (ADMINISTRASI / ESSAY,CV,SURAT REKOMENDASI)","course + liveclass + tryout",424500.00,699000.00,1
2025,jadibeasiswa,"Progran Bimbingan LPDP Batch 2 2025 (PPDS)","Program bimbingan 1-on-1 Tes Administrasi LPDP 2025 (PPDS) (Khusus Perpanjangan)","liveclass + tryout",253500.00,900000.00,1
2025,jadibeasiswa,"Tes TOEFL Resmi untuk Beasiswa LPDP","Paket Simulasi & Latsol TOEFL - Masa Aktif 3 Bulan",tryout,246185.00,150000.00,3
2025,jadibeasiswa,"Tes TOEFL Resmi untuk Beasiswa LPDP","Paket Simulasi & Latsol TOEFL - Masa Aktif 3 Bulan_",tryout,83000.00,150000.00,1
2025,jadibeasiswa,"Bimbel Intens Jadibeasiswa 2025","Bimbel Intens Jadibeasiswa 2025","Bundle / Other",47150.00,100000.00,4
2025,jadibumn,"Bimbel Rekrutmen Nasional PLN Group 2025","Bimbel Rekrutmen Nasional PLN Group 2025 - Masa Aktif 3 Bulan","course + journey + liveclass + tryout",524900885.00,299000.00,3127
2025,jadibumn,"PAKET KOMBO RBB 2025 & PSIKOTES BUMN 2025 (Untuk Jenjang D3, D4/S1 & S2)","Paket Fokus Kombo RBB 2025 dan Psikotes BUMN Jenjang D3-S2 - Masa Aktif 1 Tahun","course + liveclass + tryout",415779255.00,800000.00,1486
2025,jadibumn,"PROGRAM BIMBEL INTENSIF KOMPLIT TAHAP 1 & 2 RBB 2025 - UNTUK ORANG ASLI PAPUA (OAP)","Program Intensif RBB 2025 Tahap 1 dan 2 (TKD, AKHLAK, TWK, B.ING, Learning Agility) Jenjang D3-S2 - Masa Aktif 3 Bulan","course + liveclass + tryout",306849842.00,500000.00,1598
2025,jadibumn,"PROGRAM BIMBEL (B. INGGRIS & LEARNING AGILITY) TES RBB 2025 - (Untuk Jenjang D3, D4/S1 & S2)","Program SKS Tahap 1 (TKD, AKHLAK, TWK) - Masa Aktif 2 Minggu","course + liveclass + tryout",251690895.00,200000.00,3232
2025,jadibumn,"PAKET KOMBO RBB 2025 & PSIKOTES BUMN 2025 (Untuk Jenjang D3, D4/S1 & S2)","Fokus Tahap 1 dan Tahap 2 (TKD, AKHLAK, TWK, B.ING, Learning Agility) RBB 2025 Jenjang D3-S2 - Masa Aktif 6 Bulan","course + liveclass + tryout",219364950.00,500000.00,1016
2025,jadibumn,"PAKET KOMBO RBB 2025 & PSIKOTES BUMN 2025 (Untuk Jenjang D3, D4/S1 & S2)","Fokus Tahap 1 dan Tahap 2 (TKD, AKHLAK, TWK, B.ING, Learning Agility) RBB 2025 Jenjang D3-S2 - Masa Aktif 3 Bulan","course + liveclass + tryout",207088198.00,400000.00,978
2025,jadibumn,"Bimbel Rekrutmen Nasional PLN Group 2025","Bimbel Rekrutmen Nasional PLN Group 2025 - Masa Aktif 3 Bulan (Khusus Perpanjangan)","course + journey + liveclass + tryout",197259722.00,299000.00,1320
2025,jadibumn,"PROGRAM ONE DAY ONE TO TAHAP 1 (TKD, AKHLAK, TWK) RBB 2025 - UNTUK SEMUA JENJANG (SMA/Sederajat, D3, D4/S1, S2)","Program One Day One TO Tahap 1 (TKD, AKHLAK, TWK) RBB 2025 - Masa Aktif 1 Bulan","course + liveclass + tryout",173663160.00,300000.00,1109
2025,jadibumn,"PROGRAM BIMBEL (B. INGGRIS & LEARNING AGILITY) TES RBB 2025 - (Untuk Jenjang D3, D4/S1 & S2)","Paket Komplit SKS Tahap 2 (B. Inggris dan Learning Agility) RBB 2025 - Masa Aktif 1 Bulan","course + liveclass + tryout",139345685.00,300000.00,1774
2025,jadibumn,"Bimbel Tes Persiapan Seleksi PT Pertamina (Persero)","Bimbel Tes Persiapan Seleksi Psikotes PT Pertamina (Persero) - Masa Aktif 3 Bulan","course + tryout",132382229.00,300000.00,960
2025,jadibumn,"PAKET KOMBO RBB 2025 & PSIKOTES BUMN 2025 (Untuk Jenjang D3, D4/S1 & S2)","Fokus Tahap 1 (TKD, AKHLAK, TWK) RBB 2025 Jenjang D3-S2 - Masa Aktif 3 Bulan","course + liveclass + tryout",120865515.00,300000.00,741
2025,jadibumn,"NEW YEAR SALE - CURISTART BIMBEL PERSIAPAN RBB BERIKUTNYA! - D3, D4/S1 & S2","Program Bimbel Persiapan Tes RBB Berikutnya Jenjang D3, D4/S1 dan S2 - Masa Aktif 1 Tahun","course + liveclass + tryout",102261570.00,500000.00,570
2025,jadibumn,"PROGRAM BIMBEL (B. INGGRIS & LEARNING AGILITY) TES RBB 2025 - (Untuk Jenjang D3, D4/S1 & S2)","Paket TRYOUT SKS Tahap 2 (B. Inggris dan Learning Agility) RBB 2025 - Masa Aktif 1 Bulan","course + tryout",99392045.00,300000.00,1468
2025,jadibumn,"Bimbel Tes Persiapan Seleksi PT Pertamina (Persero)","Bimbel Tes Persiapan Seleksi Psikotes PT Pertamina (Persero) - Masa Aktif 3 Bulan_","course + tryout",94466670.00,300000.00,692
2025,jadibumn,"PAKET KOMBO RBB 2025 & PSIKOTES BUMN 2025 (Untuk Jenjang D3, D4/S1 & S2)","Paket Kombo BUMN (RBB 2025 dan Psikotes BUMN) Jenjang D3-S2 - Masa Aktif 6 Bulan","course + liveclass + tryout",94251105.00,700000.00,387
2025,jadibumn,"PROGRAM BIMBEL (B. INGGRIS & LEARNING AGILITY) TES RBB 2025 - (Untuk Jenjang D3, D4/S1 & S2)","Program Intensif Tahap 2 (B. Inggris dan Learning Agility) RBB 2025 - Masa Aktif 2 Bulan_","course + liveclass + tryout",85887415.00,300000.00,728
2025,jadibumn,"PAKET KOMBO RBB 2025 & PSIKOTES BUMN 2025 (Untuk Jenjang D3, D4/S1 & S2)","Paket Fokus Kombo RBB 2025 dan Psikotes BUMN Jenjang D3-S2 - Masa Aktif 1 Tahun_","course + liveclass + tryout",85311400.00,800000.00,308
2025,jadibumn,"PAKET KOMBO RBB 2025 & PSIKOTES BUMN 2025 (Untuk Jenjang D3, D4/S1 & S2)","Paket Perpanjangan Fokus Tahap 1 dan Tahap 2 (TKD, AKHLAK, TWK, B.ING, Learning Agility) RBB 2025 Jenjang D3-S2 - Masa Aktif 6 Bulan_","course + liveclass + tryout",81744335.00,500000.00,389
2025,jadibumn,"PROGRAM BIMBEL INTENSIF KOMPLIT TAHAP 1 & 2 RBB 2025 - UNTUK ORANG ASLI PAPUA (OAP)","Program Intensif RBB 2025 Tahap 1 dan 2 (TKD, AKHLAK, TWK, B.ING, Learning Agility) Jenjang D3-S2 - Masa Aktif 3 Bulan_","course + liveclass + tryout",79625419.00,500000.00,414
2025,jadibumn,"PROGRAM BIMBEL (B. INGGRIS & LEARNING AGILITY) TES RBB 2025 - (Untuk Jenjang D3, D4/S1 & S2)","Program SKS Tahap 1 (TKD, AKHLAK, TWK) - Masa Aktif 2 Minggu_","course + liveclass + tryout",75053835.00,200000.00,974
2025,jadibumn,"PROGRAM BIMBEL INTENSIF KOMPLIT TAHAP 1 & 2 RBB 2025 - UNTUK ORANG ASLI PAPUA (OAP)","Perpanjangan Program Intensif RBB 2025 Tahap 1 dan 2 (TKD, AKHLAK, TWK, B.ING, Learning Agility) Jenjang D3-S2 - Masa Aktif 6 Bulan_","course + liveclass + tryout",70192007.00,600000.00,372
2025,jadibumn,"PROGRAM BIMBEL INTENSIF KOMPLIT TAHAP 1 & 2 RBB 2025 - UNTUK ORANG ASLI PAPUA (OAP)","Program Intensif RBB 2025 Tahap 1 dan 2 (TKD, AKHLAK, TWK, B.ING, Learning Agility) Jenjang D3-S2 - Masa Aktif 6 Bulan","course + liveclass + tryout",68261029.00,600000.00,321
2025,jadibumn,"PROGRAM BIMBINGAN BELAJAR EKSLUSIF JADIBUMN BATCH 3 (JENJANG D3, D4/S1, S2) - KUOTA PENDAFTAR 200 PESERTA! & KELAS MULAI 17 MARET 2025","PROGRAM 30 HARI BIMBINGAN BELAJAR EKSLUSIF JADIBUMN BATCH 3","course + liveclass + tryout",66552755.00,600000.00,191
2025,jadibumn,"PROGRAM PERPANJANGAN BIMBINGAN BELAJAR EKSLUSIF JADIBUMN BATCH 2 (PAKET HANYA AKTIF BAGI YANG SUDAH BELI PAKET BATCH 2!!!)","PROGRAM 3 BULAN BIMBINGAN BELAJAR EKSLUSIF JADIBUMN BATCH 2","course + liveclass + tryout",65623410.00,800000.00,157
2025,jadibumn,"PROGRAM BIMBEL (B. INGGRIS & LEARNING AGILITY) TES RBB 2025 - (Untuk Jenjang D3, D4/S1 & S2)","Program Intensif Tahap 2 (B. Inggris dan Learning Agility) RBB 2025 - Masa Aktif 2 Bulan","course + liveclass + tryout",62910895.00,300000.00,484
2025,jadibumn,"PAKET KOMBO RBB 2025 & PSIKOTES BUMN 2025 (Untuk Jenjang D3, D4/S1 & S2)","Paket Perpanjangan Fokus Tahap 1 dan Tahap 2 (TKD, AKHLAK, TWK, B.ING, Learning Agility) RBB 2025 Jenjang D3-S2 - Masa Aktif 3 Bulan_","course + liveclass + tryout",60290179.00,400000.00,299
2025,jadibumn,"Bimbel Recruitment PT KAI (Kereta Api Indonesia) Persero","Bimbel Tes Persiapan Seleksi Psikologi PT KAI (Persero) - Masa Aktif 2 Bulan","course + journey + liveclass + tryout",58072325.00,200000.00,548
2025,jadibumn,"PROGRAM ONE DAY ONE TO TAHAP 1 (TKD, AKHLAK, TWK) RBB 2025 - UNTUK SEMUA JENJANG (SMA/Sederajat, D3, D4/S1, S2)","Program One Day One TO Tahap 1 (TKD, AKHLAK, TWK) RBB 2025 - Masa Aktif 1 Bulan_","course + liveclass + tryout",57244990.00,300000.00,395
2025,jadibumn,"PROGRAM BIMBEL SKS TAHAP 2 (LEARNING AGILITY) RBB 2025 - (Untuk Jenjang SMA/Sederajat)","Program Intensif Komplit RBB 2025 (Jenjang SMA/sederajat) - Masa Aktif 3 Bulan","course + liveclass + tryout",54871854.00,300000.00,507
2025,jadibumn,"PAKET KOMBO RBB 2025 & PSIKOTES BUMN 2025 (Untuk Jenjang D3, D4/S1 & S2)","Fokus Tahap 1 dan Tahap 2 (TKD, AKHLAK, TWK, B.ING, Learning Agility) RBB 2025 Jenjang D3-S2 - Masa Aktif 1 Tahun","course + liveclass + tryout",50738860.00,600000.00,220
2025,jadibumn,"PAKET KOMBO RBB 2025 & PSIKOTES BUMN 2025 (Untuk Jenjang D3, D4/S1 & S2)","Fokus Tahap 1 (TKD, AKHLAK, TWK) RBB 2025 Jenjang D3-S2 - Masa Aktif 6 Bulan","course + liveclass + tryout",50458840.00,350000.00,275
2025,jadibumn,"PROGRAM BIMBEL INTENSIF KOMPLIT TAHAP 1 & 2 RBB 2025 - UNTUK ORANG ASLI PAPUA (OAP)","Program Intensif RBB 2025 Tahap 1 (TKD, AKHLAK, TWK) Jenjang D3-S2 - Masa Aktif 1 Bulan","course + liveclass + tryout",48877282.00,300000.00,326
2025,jadibumn,"PROGRAM PERPANJANGAN BIMBINGAN BELAJAR EKSLUSIF JADIBUMN BATCH 1 (PAKET HANYA AKTIF BAGI YANG SUDAH BELI PAKET BATCH 1!!!)","PROGRAM 3 BULAN BIMBINGAN BELAJAR EKSLUSIF JADIBUMN BATCH 1","course + liveclass + tryout",45392440.00,800000.00,120
2025,jadibumn,"PAKET KOMBO RBB 2025 & PSIKOTES BUMN 2025 (Untuk Jenjang D3, D4/S1 & S2)","Fokus Tahap 1 (TKD, AKHLAK, TWK) RBB 2025 Jenjang D3-S2 - Masa Aktif 3 Bulan_","course + liveclass + tryout",43034015.00,300000.00,262
2025,jadibumn,"CURI START BIMBEL PERSIAPAN TES REKRUTMEN BERSAMA BUMN 2026","Curi Start Bimbel Persiapan Tes RBB 2026 (Tahap 1 dan Tahap 2) - Jenjang D3-S2 - Masa Aktif 1 Tahun","course + journey + liveclass + tryout",41630430.00,600000.00,236
2025,jadibumn,"PAKET KOMBO RBB 2025 & PSIKOTES BUMN 2025 (Untuk Jenjang D3, D4/S1 & S2)","Paket Kombo BUMN (RBB 2025 dan Psikotes BUMN) Jenjang D3-S2 - Masa Aktif 6 Bulan_","course + liveclass + tryout",38740294.00,700000.00,173
2025,jadibumn,"PROGRAM BIMBEL TAHAP 3 TKB (Tes Kompetensi Bidang) RBB 2025","Bimbel Tahap 3 TKB (Bidang Keuangan dan Perbankan) RBB 2025 - Masa Aktif 2 Bulan_","course + liveclass + tryout",33194725.00,300000.00,324
2025,jadibumn,"PROGRAM 30 HARI BIMBINGAN BELAJAR EKSLUSIF JADIBUMN BATCH 4 (UNTUK JENJANG D3, D4/S1, S2) - KUOTA TERBATAS!","PROGRAM 30 HARI BIMBINGAN BELAJAR EKSLUSIF JADIBUMN BATCH 4","course + liveclass + tryout",32281286.00,500000.00,97
2025,jadibumn,"PROGRAM BIMBINGAN BELAJAR EKSLUSIF JADIBUMN BATCH 3 (JENJANG D3, D4/S1, S2) - KUOTA PENDAFTAR 200 PESERTA! & KELAS MULAI 17 MARET 2025","PROGRAM 30 HARI BIMBINGAN BELAJAR EKSLUSIF JADIBUMN BATCH 3_","course + liveclass + tryout",31073905.00,600000.00,91
